company_id,metric_type,period_years,value_pct
COMP_26,compounded_sales_growth,3,12.2
COMP_26,compounded_profit_growth,10,22.0
COMP_26,compounded_profit_growth,5,18.4
COMP_26,compounded_profit_growth,3,14.1
COMP_26,stock_price_cagr,10,15.0
COMP_26,stock_price_cagr,5,12.0
COMP_26,roe,10,20.0
COMP_26,roe,5,22.5
COMP_26,roe,3,21.0
COMP_27,compounded_sales_growth,10,18.5
COMP_27,compounded_sales_growth,5,15.0
COMP_27,compounded_sales_growth,3,12.2
COMP_27,compounded_profit_growth,10,22.0
COMP_27,compounded_profit_growth,5,18.4
COMP_27,compounded_profit_growth,3,14.1
COMP_27,stock_price_cagr,10,15.0
COMP_27,stock_price_cagr,5,12.0
COMP_27,roe,10,20.0
COMP_27,roe,5,22.5
COMP_27,roe,3,21.0
COMP_28,compounded_sales_growth,10,18.5
COMP_28,compounded_sales_growth,5,15.0
COMP_28,compounded_sales_growth,3,12.2
COMP_28,compounded_profit_growth,10,22.0
COMP_28,compounded_profit_growth,5,18.4
COMP_28,compounded_profit_growth,3,14.1
COMP_28,stock_price_cagr,10,15.0
COMP_28,stock_price_cagr,5,12.0
COMP_28,roe,10,20.0
COMP_28,roe,5,22.5
COMP_28,roe,3,21.0
COMP_29,compounded_sales_growth,10,18.5
COMP_29,compounded_sales_growth,5,15.0
COMP_29,compounded_sales_growth,3,12.2
COMP_29,compounded_profit_growth,10,22.0
COMP_29,compounded_profit_growth,5,18.4
COMP_29,compounded_profit_growth,3,14.1
COMP_29,stock_price_cagr,10,15.0
COMP_29,stock_price_cagr,5,12.0
COMP_29,roe,10,20.0
COMP_29,roe,5,22.5
COMP_29,roe,3,21.0
COMP_30,compounded_sales_growth,10,18.5
COMP_30,compounded_sales_growth,5,15.0
COMP_30,compounded_sales_growth,3,12.2
COMP_30,compounded_profit_growth,10,22.0
COMP_30,compounded_profit_growth,5,18.4
COMP_30,compounded_profit_growth,3,14.1
COMP_30,stock_price_cagr,10,15.0
COMP_30,stock_price_cagr,5,12.0
COMP_30,roe,10,20.0
COMP_30,roe,5,22.5
COMP_30,roe,3,21.0
COMP_31,compounded_sales_growth,10,18.5
COMP_31,compounded_sales_growth,5,15.0
COMP_31,compounded_sales_growth,3,12.2
COMP_31,compounded_profit_growth,10,22.0
COMP_31,compounded_profit_growth,5,18.4
COMP_31,compounded_profit_growth,3,14.1
COMP_31,stock_price_cagr,10,15.0
COMP_31,stock_price_cagr,5,12.0
COMP_31,roe,10,20.0
COMP_31,roe,5,22.5
COMP_31,roe,3,21.0
COMP_32,compounded_sales_growth,10,18.5
COMP_32,compounded_sales_growth,5,15.0
COMP_32,compounded_sales_growth,3,12.2
COMP_32,compounded_profit_growth,10,22.0
COMP_32,compounded_profit_growth,5,18.4
COMP_32,compounded_profit_growth,3,14.1
COMP_32,stock_price_cagr,10,15.0
COMP_32,stock_price_cagr,5,12.0
COMP_32,roe,10,20.0
COMP_32,roe,5,22.5
COMP_32,roe,3,21.0
COMP_33,compounded_sales_growth,10,18.5
COMP_33,compounded_sales_growth,5,15.0
COMP_33,compounded_sales_growth,3,12.2
COMP_33,compounded_profit_growth,10,22.0
COMP_33,compounded_profit_growth,5,18.4
COMP_33,compounded_profit_growth,3,14.1
COMP_33,stock_price_cagr,10,15.0
COMP_33,stock_price_cagr,5,12.0
COMP_33,roe,10,20.0
COMP_33,roe,5,22.5
COMP_33,roe,3,21.0
COMP_34,compounded_sales_growth,10,18.5
COMP_34,compounded_sales_growth,5,15.0
COMP_34,compounded_sales_growth,3,12.2
COMP_34,compounded_profit_growth,10,22.0
COMP_34,compounded_profit_growth,5,18.4
COMP_34,compounded_profit_growth,3,14.1
COMP_34,stock_price_cagr,10,15.0
COMP_34,stock_price_cagr,5,12.0
COMP_34,roe,10,20.0
COMP_34,roe,5,22.5
COMP_34,roe,3,21.0
COMP_35,compounded_sales_growth,10,18.5
COMP_35,compounded_sales_growth,5,15.0
COMP_35,compounded_sales_growth,3,12.2
COMP_35,compounded_profit_growth,10,22.0
COMP_35,compounded_profit_growth,5,18.4
COMP_35,compounded_profit_growth,3,14.1
COMP_35,stock_price_cagr,10,15.0
COMP_35,stock_price_cagr,5,12.0
COMP_35,roe,10,20.0
COMP_35,roe,5,22.5
COMP_35,roe,3,21.0
COMP_36,compounded_sales_growth,10,18.5
COMP_36,compounded_sales_growth,5,15.0
COMP_36,compounded_sales_growth,3,12.2
COMP_36,compounded_profit_growth,10,22.0
COMP_36,compounded_profit_growth,5,18.4
COMP_36,compounded_profit_growth,3,14.1
COMP_36,stock_price_cagr,10,15.0
COMP_36,stock_price_cagr,5,12.0
COMP_36,roe,10,20.0
COMP_36,roe,5,22.5
COMP_36,roe,3,21.0
COMP_37,compounded_sales_growth,10,18.5
COMP_37,compounded_sales_growth,5,15.0
COMP_37,compounded_sales_growth,3,12.2
COMP_37,compounded_profit_growth,10,22.0
COMP_37,compounded_profit_growth,5,18.4
COMP_37,compounded_profit_growth,3,14.1
COMP_37,stock_price_cagr,10,15.0
COMP_37,stock_price_cagr,5,12.0
COMP_37,roe,10,20.0
COMP_37,roe,5,22.5
COMP_37,roe,3,21.0
COMP_38,compounded_sales_growth,10,18.5
COMP_38,compounded_sales_growth,5,15.0
COMP_38,compounded_sales_growth,3,12.2
COMP_38,compounded_profit_growth,10,22.0
COMP_38,compounded_profit_growth,5,18.4
COMP_38,compounded_profit_growth,3,14.1
COMP_38,stock_price_cagr,10,15.0
COMP_38,stock_price_cagr,5,12.0
COMP_38,roe,10,20.0
COMP_38,roe,5,22.5
COMP_38,roe,3,21.0
COMP_39,compounded_sales_growth,10,18.5
COMP_39,compounded_sales_growth,5,15.0
COMP_39,compounded_sales_growth,3,12.2
COMP_39,compounded_profit_growth,10,22.0
COMP_39,compounded_profit_growth,5,18.4
COMP_39,compounded_profit_growth,3,14.1
COMP_39,stock_price_cagr,10,15.0
COMP_39,stock_price_cagr,5,12.0
COMP_39,roe,10,20.0
COMP_39,roe,5,22.5
COMP_39,roe,3,21.0
COMP_40,compounded_sales_growth,10,18.5
COMP_40,compounded_sales_growth,5,15.0
COMP_40,compounded_sales_growth,3,12.2
COMP_40,compounded_profit_growth,10,22.0
COMP_40,compounded_profit_growth,5,18.4
COMP_40,compounded_profit_growth,3,14.1
COMP_40,stock_price_cagr,10,15.0
COMP_40,stock_price_cagr,5,12.0
COMP_40,roe,10,20.0
COMP_40,roe,5,22.5
COMP_40,roe,3,21.0
COMP_41,compounded_sales_growth,10,18.5
COMP_41,compounded_sales_growth,5,15.0
COMP_41,compounded_sales_growth,3,12.2
COMP_41,compounded_profit_growth,10,22.0
COMP_41,compounded_profit_growth,5,18.4
COMP_41,compounded_profit_growth,3,14.1
COMP_41,stock_price_cagr,10,15.0
COMP_41,stock_price_cagr,5,12.0
COMP_41,roe,10,20.0
COMP_41,roe,5,22.5
COMP_41,roe,3,21.0
COMP_42,compounded_sales_growth,10,18.5
COMP_42,compounded_sales_growth,5,15.0
COMP_42,compounded_sales_growth,3,12.2
COMP_42,compounded_profit_growth,10,22.0
COMP_42,compounded_profit_growth,5,18.4
COMP_42,compounded_profit_growth,3,14.1
COMP_42,stock_price_cagr,10,15.0
COMP_42,stock_price_cagr,5,12.0
COMP_42,roe,10,20.0
COMP_42,roe,5,22.5
COMP_42,roe,3,21.0
COMP_43,compounded_sales_growth,10,18.5
COMP_43,compounded_sales_growth,5,15.0
COMP_43,compounded_sales_growth,3,12.2
COMP_43,compounded_profit_growth,10,22.0
COMP_43,compounded_profit_growth,5,18.4
COMP_43,compounded_profit_growth,3,14.1
COMP_43,stock_price_cagr,10,15.0
COMP_43,stock_price_cagr,5,12.0
COMP_43,roe,10,20.0
COMP_43,roe,5,22.5
COMP_43,roe,3,21.0
COMP_44,compounded_sales_growth,10,18.5
COMP_44,compounded_sales_growth,5,15.0
COMP_44,compounded_sales_growth,3,12.2
COMP_44,compounded_profit_growth,10,22.0
COMP_44,compounded_profit_growth,5,18.4
COMP_44,compounded_profit_growth,3,14.1
COMP_44,stock_price_cagr,10,15.0
COMP_44,stock_price_cagr,5,12.0
COMP_44,roe,10,20.0
COMP_44,roe,5,22.5
COMP_44,roe,3,21.0
COMP_45,compounded_sales_growth,10,18.5
COMP_45,compounded_sales_growth,5,15.0
COMP_45,compounded_sales_growth,3,12.2
COMP_45,compounded_profit_growth,10,22.0
COMP_45,compounded_profit_growth,5,18.4
COMP_45,compounded_profit_growth,3,14.1
COMP_45,stock_price_cagr,10,15.0
COMP_45,stock_price_cagr,5,12.0
COMP_45,roe,10,20.0
COMP_45,roe,5,22.5
COMP_45,roe,3,21.0
COMP_46,compounded_sales_growth,10,18.5
COMP_46,compounded_sales_growth,5,15.0
COMP_46,compounded_sales_growth,3,12.2
COMP_46,compounded_profit_growth,10,22.0
COMP_46,compounded_profit_growth,5,18.4
COMP_46,compounded_profit_growth,3,14.1
COMP_46,stock_price_cagr,10,15.0
COMP_46,stock_price_cagr,5,12.0
COMP_46,roe,10,20.0
COMP_46,roe,5,22.5
COMP_46,roe,3,21.0
COMP_47,compounded_sales_growth,10,18.5
COMP_47,compounded_sales_growth,5,15.0
COMP_47,compounded_sales_growth,3,12.2
COMP_47,compounded_profit_growth,10,22.0
COMP_47,compounded_profit_growth,5,18.4
COMP_47,compounded_profit_growth,3,14.1
COMP_47,stock_price_cagr,10,15.0
COMP_47,stock_price_cagr,5,12.0
COMP_47,roe,10,20.0
COMP_47,roe,5,22.5
COMP_47,roe,3,21.0
COMP_48,compounded_sales_growth,10,18.5
COMP_48,compounded_sales_growth,5,15.0
COMP_48,compounded_sales_growth,3,12.2
COMP_48,compounded_profit_growth,10,22.0
COMP_48,compounded_profit_growth,5,18.4
COMP_48,compounded_profit_growth,3,14.1
COMP_48,stock_price_cagr,10,15.0
COMP_48,stock_price_cagr,5,12.0
COMP_48,roe,10,20.0
COMP_48,roe,5,22.5
COMP_48,roe,3,21.0
COMP_49,compounded_sales_growth,10,18.5
COMP_49,compounded_sales_growth,5,15.0
COMP_49,compounded_sales_growth,3,12.2
COMP_49,compounded_profit_growth,10,22.0
COMP_49,compounded_profit_growth,5,18.4
COMP_49,compounded_profit_growth,3,14.1
COMP_49,stock_price_cagr,10,15.0
COMP_49,stock_price_cagr,5,12.0
COMP_49,roe,10,20.0
COMP_49,roe,5,22.5
COMP_49,roe,3,21.0
COMP_50,compounded_sales_growth,10,18.5
COMP_50,compounded_sales_growth,5,15.0
COMP_50,compounded_sales_growth,3,12.2
COMP_50,compounded_profit_growth,10,22.0
COMP_50,compounded_profit_growth,5,18.4
COMP_50,compounded_profit_growth,3,14.1
COMP_50,stock_price_cagr,10,15.0
COMP_50,stock_price_cagr,5,12.0
COMP_50,roe,10,20.0
COMP_50,roe,5,22.5
COMP_50,roe,3,21.0
COMP_51,compounded_sales_growth,10,18.5
COMP_51,compounded_sales_growth,5,15.0
COMP_51,compounded_sales_growth,3,12.2
COMP_51,compounded_profit_growth,10,22.0
COMP_51,compounded_profit_growth,5,18.4
COMP_51,compounded_profit_growth,3,14.1
COMP_51,stock_price_cagr,10,15.0
COMP_51,stock_price_cagr,5,12.0
COMP_51,roe,10,20.0
COMP_51,roe,5,22.5
COMP_51,roe,3,21.0
COMP_52,compounded_sales_growth,10,18.5
COMP_52,compounded_sales_growth,5,15.0
COMP_52,compounded_sales_growth,3,12.2
COMP_52,compounded_profit_growth,10,22.0
COMP_52,compounded_profit_growth,5,18.4
COMP_52,compounded_profit_growth,3,14.1
COMP_52,stock_price_cagr,10,15.0
COMP_52,stock_price_cagr,5,12.0
COMP_52,roe,10,20.0
COMP_52,roe,5,22.5
COMP_52,roe,3,21.0
COMP_53,compounded_sales_growth,10,18.5
COMP_53,compounded_sales_growth,5,15.0
COMP_53,compounded_sales_growth,3,12.2
COMP_53,compounded_profit_growth,10,22.0
COMP_53,compounded_profit_growth,5,18.4
COMP_53,compounded_profit_growth,3,14.1
COMP_53,stock_price_cagr,10,15.0
COMP_53,stock_price_cagr,5,12.0
COMP_53,roe,10,20.0
COMP_53,roe,5,22.5
COMP_53,roe,3,21.0
COMP_54,compounded_sales_growth,10,18.5
COMP_54,compounded_sales_growth,5,15.0
COMP_54,compounded_sales_growth,3,12.2
COMP_54,compounded_profit_growth,10,22.0
COMP_54,compounded_profit_growth,5,18.4
COMP_54,compounded_profit_growth,3,14.1
COMP_54,stock_price_cagr,10,15.0
COMP_54,stock_price_cagr,5,12.0
COMP_54,roe,10,20.0
COMP_54,roe,5,22.5
COMP_54,roe,3,21.0
COMP_55,compounded_sales_growth,10,18.5
COMP_55,compounded_sales_growth,5,15.0
COMP_55,compounded_sales_growth,3,12.2
COMP_55,compounded_profit_growth,10,22.0
COMP_55,compounded_profit_growth,5,18.4
COMP_55,compounded_profit_growth,3,14.1
COMP_55,stock_price_cagr,10,15.0
COMP_55,stock_price_cagr,5,12.0
COMP_55,roe,10,20.0
COMP_55,roe,5,22.5
COMP_55,roe,3,21.0
COMP_56,compounded_sales_growth,10,18.5
COMP_56,compounded_sales_growth,5,15.0
COMP_56,compounded_sales_growth,3,12.2
COMP_56,compounded_profit_growth,10,22.0
COMP_56,compounded_profit_growth,5,18.4
COMP_56,compounded_profit_growth,3,14.1
COMP_56,stock_price_cagr,10,15.0
COMP_56,stock_price_cagr,5,12.0
COMP_56,roe,10,20.0
COMP_56,roe,5,22.5
COMP_56,roe,3,21.0
COMP_57,compounded_sales_growth,10,18.5
COMP_57,compounded_sales_growth,5,15.0
COMP_57,compounded_sales_growth,3,12.2
COMP_57,compounded_profit_growth,10,22.0
COMP_57,compounded_profit_growth,5,18.4
COMP_57,compounded_profit_growth,3,14.1
COMP_57,stock_price_cagr,10,15.0
COMP_57,stock_price_cagr,5,12.0
COMP_57,roe,10,20.0
COMP_57,roe,5,22.5
COMP_57,roe,3,21.0
COMP_58,compounded_sales_growth,10,18.5
COMP_58,compounded_sales_growth,5,15.0
COMP_58,compounded_sales_growth,3,12.2
COMP_58,compounded_profit_growth,10,22.0
COMP_58,compounded_profit_growth,5,18.4
COMP_58,compounded_profit_growth,3,14.1
COMP_58,stock_price_cagr,10,15.0
COMP_58,stock_price_cagr,5,12.0
COMP_58,roe,10,20.0
COMP_58,roe,5,22.5
COMP_58,roe,3,21.0
COMP_59,compounded_sales_growth,10,18.5
COMP_59,compounded_sales_growth,5,15.0
COMP_59,compounded_sales_growth,3,12.2
COMP_59,compounded_profit_growth,10,22.0
COMP_59,compounded_profit_growth,5,18.4
COMP_59,compounded_profit_growth,3,14.1
COMP_59,stock_price_cagr,10,15.0
COMP_59,stock_price_cagr,5,12.0
COMP_59,roe,10,20.0
COMP_59,roe,5,22.5
COMP_59,roe,3,21.0
COMP_60,compounded_sales_growth,10,18.5
COMP_60,compounded_sales_growth,5,15.0
COMP_60,compounded_sales_growth,3,12.2
COMP_60,compounded_profit_growth,10,22.0
COMP_60,compounded_profit_growth,5,18.4
COMP_60,compounded_profit_growth,3,14.1
COMP_60,stock_price_cagr,10,15.0
COMP_60,stock_price_cagr,5,12.0
COMP_60,roe,10,20.0
COMP_60,roe,5,22.5
COMP_60,roe,3,21.0
COMP_61,compounded_sales_growth,10,18.5
COMP_61,compounded_sales_growth,5,15.0
COMP_61,compounded_sales_growth,3,12.2
COMP_61,compounded_profit_growth,10,22.0
COMP_61,compounded_profit_growth,5,18.4
COMP_61,compounded_profit_growth,3,14.1
COMP_61,stock_price_cagr,10,15.0
COMP_61,stock_price_cagr,5,12.0
COMP_61,roe,10,20.0
COMP_61,roe,5,22.5
COMP_61,roe,3,21.0
COMP_62,compounded_sales_growth,10,18.5
COMP_62,compounded_sales_growth,5,15.0
COMP_62,compounded_sales_growth,3,12.2
COMP_62,compounded_profit_growth,10,22.0
COMP_62,compounded_profit_growth,5,18.4
COMP_62,compounded_profit_growth,3,14.1
COMP_62,stock_price_cagr,10,15.0
COMP_62,stock_price_cagr,5,12.0
COMP_62,roe,10,20.0
COMP_62,roe,5,22.5
COMP_62,roe,3,21.0
COMP_63,compounded_sales_growth,10,18.5
COMP_63,compounded_sales_growth,5,15.0
COMP_63,compounded_sales_growth,3,12.2
COMP_63,compounded_profit_growth,10,22.0
COMP_63,compounded_profit_growth,5,18.4
COMP_63,compounded_profit_growth,3,14.1
COMP_63,stock_price_cagr,10,15.0
COMP_63,stock_price_cagr,5,12.0
COMP_63,roe,10,20.0
COMP_63,roe,5,22.5
COMP_63,roe,3,21.0
COMP_64,compounded_sales_growth,10,18.5
COMP_64,compounded_sales_growth,5,15.0
COMP_64,compounded_sales_growth,3,12.2
COMP_64,compounded_profit_growth,10,22.0
COMP_64,compounded_profit_growth,5,18.4
COMP_64,compounded_profit_growth,3,14.1
COMP_64,stock_price_cagr,10,15.0
