rank,company_id,company_name,year,return_on_equity_pct,roe_score,net_profit_margin_pct,npm_score,debt_to_equity,de_score,revenue_cagr_5yr,growth_score,interest_coverage,icr_score,composite_score,quality_rating
2,TCS,Tata Consultancy Services Ltd,2020,38.56952666238737,25,20.673594607165384,20,0.09716377814231035,20,10.644395991959787,15,50.54220779220779,15,95,Excellent
2,TCS,Tata Consultancy Services Ltd,2022,43.13375739014349,25,20.051211448001087,20,0.08770571803587655,20,10.204039995433668,15,72.79974489795919,15,95,Excellent
2,TECHM,Tech Mahindra Ltd,2018,20.092341983760548,25,12.302992883371786,15,0.12720904314599585,20,34.95988471064084,20,37.82098765432099,15,95,Excellent
2,TRENT,Trent Ltd,2024,31.55982905982906,25,11.935353535353535,15,0.3935897435897436,20,36.30691600183056,20,8.043478260869565,15,95,Excellent
2,ZYDUSLIFE,ZYDUSLIFE,2022,27.166303900229426,25,30.562541363335537,20,0.24830872404259074,20,10.014359114543293,15,46.63779527559055,15,95,Excellent
3,ABB,Abbott India Ltd,2019,22.410358565737052,25,12.231584669747214,15,0.0,20,10.080781986304022,15,359.0,15,90,Excellent
3,ABB,Abbott India Ltd,2020,24.39325380501851,25,14.488150500855118,15,0.07198683669271905,20,12.3257146520954,15,96.77777777777777,15,90,Excellent
3,ABB,Abbott India Ltd,2021,26.5564950038432,25,16.03248259860789,15,0.058800922367409685,20,10.518335991975135,15,55.72222222222222,15,90,Excellent
3,ABB,Abbott India Ltd,2022,28.333333333333332,25,16.26297577854671,15,0.05390070921985816,20,11.09638963877595,15,61.31578947368421,15,90,Excellent
3,ABB,Abbott India Ltd,2023,29.767879548306148,25,17.74163395027108,15,0.03544542032622334,20,10.155044260938272,15,85.0,15,90,Excellent
3,ABB,Abbott India Ltd,2024,34.10962794660608,25,20.533424517011454,20,0.017040613462084634,20,9.716101277290168,10,141.75,15,90,Excellent
3,ASIANPAINT,Asian Paints Indian Multi-National Paint and Coating Manufacturing Company,2022,22.335650159281784,25,10.60101027456101,15,0.11490008688097307,20,14.07882883288587,15,53.68421052631579,15,90,Excellent
3,ASIANPAINT,Asian Paints Indian Multi-National Paint and Coating Manufacturing Company,2024,30.836662228140256,25,15.658543456824905,15,0.13959165557035064,20,13.029660349453076,15,41.00487804878049,15,90,Excellent
3,ATGL,Adani Total Gas Ltd,2023,18.56511390683441,20,12.47144814984011,15,0.48350901054063244,20,26.083369020953363,20,11.846153846153847,15,90,Excellent
3,ATGL,Adani Total Gas Ltd,2024,17.08003068268985,20,14.927374301675977,15,0.3725389925850166,20,21.08864867789759,20,10.504504504504505,15,90,Excellent
3,COALINDIA,Coal India Ltd,2024,38.84632576899488,25,26.25628846856468,20,0.0812499350291589,20,7.402890725901301,10,11.24178180085755,15,90,Excellent
3,DIVISLAB,Divis Laboratories Ltd,2019,19.448037947391118,20,27.355438738374442,20,0.015236452493891045,20,14.32944154477973,15,405.6,15,90,Excellent
3,DIVISLAB,Divis Laboratories Ltd,2020,18.83720930232558,20,25.528364849833146,20,0.00533515731874145,20,11.60677996581516,15,287.42857142857144,15,90,Excellent
3,EICHERMOT,Eicher Motors Ltd,2018,27.880512091038405,25,21.862799776910204,20,0.021479374110953058,20,5.6527088273162995,10,669.0,15,90,Excellent
3,EICHERMOT,Eicher Motors Ltd,2023,19.43962641761174,20,20.177260767206757,20,0.019212808539026016,20,10.00575583348986,15,155.5,15,90,Excellent
3,GODREJCP,Godrej Consumer Products Ltd,2019,32.22787945507087,25,22.70700019391119,20,0.4653914958029448,20,6.300213432374568,10,10.478991596638656,15,90,Excellent
3,HAL,Hindustan Aeronautics Ltd,2022,3324.183006535948,25,20.65800162469537,20,0.0784313725490196,20,6.523326267477558,10,98.55384615384615,15,90,Excellent
3,HAL,Hindustan Aeronautics Ltd,2023,3283.050847457627,25,21.57976827094474,20,0.2655367231638418,20,7.774821786490715,10,130.328125,15,90,Excellent
3,HCLTECH,HCL Technologies Ltd,2018,23.97075798383994,25,17.24772093575115,15,0.015308085527400648,20,14.602309452456485,15,180.81159420289856,15,90,Excellent
3,HCLTECH,HCL Technologies Ltd,2019,24.46453609244307,25,16.747480430933194,15,0.10141178745829908,20,13.455674699068654,15,85.45402298850574,15,90,Excellent
3,HCLTECH,HCL Technologies Ltd,2020,21.56748005539626,25,15.644631841077594,15,0.15577271929311254,20,14.003664887056555,15,35.45544554455446,15,90,Excellent
3,HCLTECH,HCL Technologies Ltd,2021,18.64203094487006,20,14.817124132716009,15,0.11456612087526914,20,19.343153842236195,20,41.04696673189824,15,90,Excellent
3,HCLTECH,HCL Technologies Ltd,2022,21.841586717059148,25,15.78849050215409,15,0.10244855767677746,20,12.482124171071419,15,67.69905956112852,15,90,Excellent
3,HCLTECH,HCL Technologies Ltd,2023,22.697041510587876,25,14.631958681595963,15,0.07329714853604465,20,14.941980000474619,15,67.94900849858357,15,90,Excellent
3,HCLTECH,HCL Technologies Ltd,2024,22.809437386569872,25,14.293122742532729,15,0.08407985480943739,20,12.710299978373406,15,46.46112115732369,15,90,Excellent
3,HINDUNILVR,Hindustan Unilever Ltd,2023,20.16340648854962,25,16.743149554308353,15,0.024232665394402036,20,11.252595068377769,15,103.69642857142857,15,90,Excellent
3,ICICIGI,ICICI Lombard General Insurance Company Ltd,2020,19.46527551353114,20,10.367283146652774,15,0.07906749266384089,20,22.156815510192395,20,650.6666666666666,15,90,Excellent
3,ICICIGI,ICICI Lombard General Insurance Company Ltd,2021,19.38412949072246,20,12.112490749116027,15,0.06382418739307803,20,15.050150901377556,20,842.25,15,90,Excellent
3,INFY,Infosys Ltd,2020,25.422459893048128,25,18.32670639160269,15,0.0707868601986249,20,11.23261845680139,15,147.47058823529412,15,90,Excellent
3,INFY,Infosys Ltd,2022,29.39084273390843,25,18.20603250548746,15,0.07264764432647644,20,12.175540977423328,15,168.93,15,90,Excellent
3,INFY,Infosys Ltd,2024,29.015177475874115,25,17.08075746730006,15,0.09732155687960824,20,13.199100930556229,15,87.52340425531915,15,90,Excellent
3,ITC,ITC Ltd,2018,21.88725956960579,25,26.45170199544293,20,0.0006855836983431727,20,6.563647692065455,10,163.1391304347826,15,90,Excellent
3,ITC,ITC Ltd,2019,21.70406317106576,25,26.553578816714936,20,0.00021981366564650582,20,6.485782310928911,10,290.38028169014086,15,90,Excellent
3,ITC,ITC Ltd,2022,24.822672324073334,25,25.563525434908072,20,0.003986870546793691,20,7.234668062509075,10,375.55,15,90,Excellent
3,ITC,ITC Ltd,2024,27.57021762814551,25,29.282025230717128,20,0.004039008317168443,20,7.950896846254429,10,362.9625,15,90,Excellent
3,JINDALSTEL,Jindal Steel & Power Ltd,2022,18.992280701754385,20,13.223625063518742,15,0.37900350877192984,20,18.82107580889585,20,7.243114406779661,15,90,Excellent
3,LTIM,LTIMindtree Ltd,2018,28.808290155440414,25,15.22036682179031,15,0.0,20,13.663553615808555,15,100.8125,15,90,Excellent
3,LTIM,LTIMindtree Ltd,2019,30.983036991620683,25,16.049121321194157,15,0.0,20,13.93484548578321,15,198.63636363636363,15,90,Excellent
3,NAUKRI,Info Edge (India) Ltd,2021,26.278724981467754,25,125.70921985815602,20,0.012045959970348406,20,8.562916099524465,10,150.72727272727272,15,90,Excellent
3,NESTLEIND,Nestle India Ltd,2020,103.12035661218424,25,15.595505617977528,15,0.07280832095096583,20,10.305889442764006,15,20.414634146341463,15,90,Excellent
3,NESTLEIND,Nestle India Ltd,2021,108.83864337101747,25,14.368089003459739,15,0.1366906474820144,20,10.028868653695744,15,17.07920792079208,15,90,Excellent
3,NESTLEIND,Nestle India Ltd,2022,97.23464823098821,25,14.150440906669823,15,0.11020740138267589,20,11.038888366343947,15,24.6,15,90,Excellent
3,NESTLEIND,Nestle India Ltd,2023,121.96014640097602,25,15.680225870542715,15,0.11020740138267589,20,11.114479545434808,15,38.54621848739496,15,90,Excellent
3,NESTLEIND,Nestle India Ltd,2024,98.57142857142858,25,16.12281708616873,15,0.09273182957393483,20,14.548573711802671,15,41.186206896551724,15,90,Excellent
3,PIDILITIND,Pidilite Industries Ltd,2018,27.028539451594852,25,15.893385982230997,15,0.03497481813094572,20,10.56808661335069,15,93.375,15,90,Excellent
3,PIDILITIND,Pidilite Industries Ltd,2019,22.372227579556416,25,13.111048318734106,15,0.027242044358727097,20,10.568774680198501,15,57.73076923076923,15,90,Excellent
3,PIDILITIND,Pidilite Industries Ltd,2024,20.04589787722318,25,14.108051360736493,15,0.04348823866896156,20,11.836370175898114,15,54.333333333333336,15,90,Excellent
3,SHREECEM,Shree Cement Ltd,2021,15.17828148340586,20,17.234513274336283,15,0.14483340910566994,20,19.717760896069713,20,17.99601593625498,15,90,Excellent
3,TATASTEEL,Tata Steel Ltd,2022,36.48016916718366,25,17.113121467131773,15,0.6602500808262629,15,16.785302798093515,20,11.861955327718784,15,90,Excellent
3,TCS,Tata Consultancy Services Ltd,2023,46.7829337344068,25,18.763139919630266,15,0.08502167566132886,20,12.864846978115496,15,80.49807445442876,15,90,Excellent
3,TCS,Tata Consultancy Services Ltd,2024,45.4199714271639,25,19.136712150207767,15,0.08912754322873048,20,10.463614801716602,15,87.09511568123393,15,90,Excellent
3,TECHM,Tech Mahindra Ltd,2019,21.143702243036728,25,12.345288123884636,15,0.09839783090953907,20,13.06551195018606,15,51.16541353383459,15,90,Excellent
3,VEDL,VEDL,2018,21.6262319939348,25,14.904317157599111,15,0.9186094263330806,15,101.74185666916911,20,6.057120500782473,15,90,Excellent
4,BAJAJHLDNG,Bajaj Holdings & Investment Ltd,2024,12.311318389248282,12,432.7262044653349,20,0.0007856510037945271,20,31.612293448969165,20,3764.5,15,87,Excellent
5,ADANIPORTS,Adani Ports & Special Economic Zone Ltd,2018,17.652968473424867,20,32.588536606906295,20,1.0701813136870306,10,25.918201916791972,20,5.067131095630145,15,85,Excellent
5,ADANIPORTS,Adani Ports & Special Economic Zone Ltd,2019,16.596914492040046,20,37.02517162471396,20,1.1370425077958313,10,17.732092499981555,20,5.693140794223827,15,85,Excellent
5,ASIANPAINT,Asian Paints Indian Multi-National Paint and Coating Manufacturing Company,2018,24.94649227110583,25,12.469539375928678,15,0.0633769322235434,20,9.880359579270825,10,86.34146341463415,15,85,Excellent
5,ASIANPAINT,Asian Paints Indian Multi-National Paint and Coating Manufacturing Company,2019,23.3132720937599,25,11.476091476091476,15,0.13937282229965156,20,9.503190332299205,10,36.71818181818182,15,85,Excellent
5,ASIANPAINT,Asian Paints Indian Multi-National Paint and Coating Manufacturing Company,2020,27.38400789733465,25,13.725199148978279,15,0.11036525172754195,20,8.221620138866225,10,44.23529411764706,15,85,Excellent
5,ASIANPAINT,Asian Paints Indian Multi-National Paint and Coating Manufacturing Company,2021,25.042948617835393,25,14.769953484087875,15,0.0853506168983289,20,8.755964741976374,10,56.391304347826086,15,85,Excellent
5,BAJAJ-AUTO,Bajaj Auto Ltd,2019,21.211208195239532,25,16.2329534224916,15,0.005380278052769767,20,8.556461167034568,10,1806.5,15,85,Excellent
5,BAJAJ-AUTO,Bajaj Auto Ltd,2020,24.06056689133044,25,17.42036832781844,15,0.005816637429600221,20,6.737929244588159,10,2313.6666666666665,15,85,Excellent
5,BAJAJ-AUTO,Bajaj Auto Ltd,2022,20.650390167118793,25,18.60310755770101,15,0.004119360996684417,20,8.785694118186104,10,881.1111111111111,15,85,Excellent
5,BAJAJ-AUTO,Bajaj Auto Ltd,2023,20.638921054424088,25,16.62323412426279,15,0.004223145562291397,20,7.655655927728322,10,204.2,15,85,Excellent
5,BAJAJ-AUTO,Bajaj Auto Ltd,2024,24.881371251492947,25,17.178515712057056,15,0.16930824106652895,20,8.127604751021389,10,174.41666666666666,15,85,Excellent
5,BEL,Bharat Electronics Ltd,2019,3851.020408163265,25,15.512989148306477,15,0.9591836734693877,15,13.290217628332757,15,186.375,15,85,Excellent
5,BEL,Bharat Electronics Ltd,2020,3318.181818181818,25,14.073103022825418,15,0.8,15,12.825848528166572,15,357.25,15,85,Excellent
5,BEL,Bharat Electronics Ltd,2021,3559.322033898305,25,14.88411652136934,15,0.8305084745762712,15,13.918569182308293,15,333.9,15,85,Excellent
5,BEL,Bharat Electronics Ltd,2022,3478.260869565217,25,15.616866215512754,15,0.8405797101449275,15,12.165687034629169,15,397.3333333333333,15,85,Excellent
5,BEL,Bharat Electronics Ltd,2023,3981.333333333333,25,16.837712867937295,15,0.52,15,11.261861446362742,15,230.05263157894737,15,85,Excellent
5,BEL,Bharat Electronics Ltd,2024,4379.120879120879,25,19.661535425300965,15,0.8571428571428571,15,10.7508063318833,15,476.75,15,85,Excellent
5,BRITANNIA,Britannia Industries Ltd,2018,29.47739283617146,25,10.127092999798265,15,0.05901350557839107,20,9.89598908908318,10,208.375,15,85,Excellent
5,BRITANNIA,Britannia Industries Ltd,2019,27.157300728897248,25,10.44776119402985,15,0.03667999059487421,20,9.844530773501937,10,215.33333333333334,15,85,Excellent
5,BRITANNIA,Britannia Industries Ltd,2020,31.66023166023166,25,12.017241379310345,15,0.3493072904837611,20,8.100870936901284,10,27.350649350649352,15,85,Excellent
5,BRITANNIA,Britannia Industries Ltd,2023,65.53480475382003,25,14.207717317955954,15,0.8480475382003395,15,10.456954960245657,15,20.284023668639055,15,85,Excellent
5,COALINDIA,Coal India Ltd,2019,66.01398601398601,25,17.536601530335588,15,0.08353808353808354,20,7.119583581673816,10,12.787795680493657,15,85,Excellent
5,COALINDIA,Coal India Ltd,2020,51.93270516528283,25,17.38134887593672,15,0.20008085331343098,20,5.326952047804134,10,11.56455617628802,15,85,Excellent
5,COALINDIA,Coal India Ltd,2022,40.27999907285075,25,15.839219796746114,15,0.08145006142363767,20,7.016771822811507,10,21.99120538023797,15,85,Excellent
5,DABUR,Dabur India Ltd,2022,20.782629444046766,25,15.997795940857745,15,0.12288236697685516,20,7.417496175488059,10,65.64102564102564,15,85,Excellent
5,DMART,Avenue Supermarts Ltd,2018,17.262797172842152,20,5.361537949843678,10,0.09402441636324695,20,35.09330802455233,20,24.016666666666666,15,85,Excellent
5,DRREDDY,Dr Reddys Laboratories Ltd,2023,19.35497723954307,20,18.269152817186868,15,0.05784591600103066,20,11.553218790860885,15,52.03496503496503,15,85,Excellent
5,DRREDDY,Dr Reddys Laboratories Ltd,2024,18.140427330970113,20,19.913605369319196,15,0.15785879215584248,20,12.639644349571988,15,51.707602339181285,15,85,Excellent
5,EICHERMOT,Eicher Motors Ltd,2017,31.18802619270346,25,23.702545144319636,20,0.02095416276894294,20,1.9360854633053037,5,647.5,15,85,Excellent
5,EICHERMOT,Eicher Motors Ltd,2019,24.702848172235928,25,22.486475451668877,20,0.020968827091276072,20,2.314270842467936,5,515.0,15,85,Excellent
5,GAIL,GAIL (India) Ltd,2022,19.19081635836167,20,13.262908267758974,15,0.14374395607823565,20,13.825636214501213,15,89.53465346534654,15,85,Excellent
5,HAL,Hindustan Aeronautics Ltd,2018,1528.4615384615386,25,10.729521032453155,15,0.023076923076923078,20,5.265580983334939,10,120.6,15,85,Excellent
5,HAL,Hindustan Aeronautics Ltd,2019,1763.9097744360904,25,11.72530987604958,15,0.06015037593984962,20,5.741203899167258,10,27.937853107344633,15,85,Excellent
5,HAL,Hindustan Aeronautics Ltd,2020,2059.4202898550725,25,13.252506411750991,15,0.014492753623188406,20,6.394570467831362,10,14.749303621169917,15,85,Excellent
5,HAL,Hindustan Aeronautics Ltd,2021,2249.3055555555557,25,14.155231186085132,15,0.041666666666666664,20,6.4276221411801115,10,21.352059925093634,15,85,Excellent
5,HAL,Hindustan Aeronautics Ltd,2024,3669.0821256038644,25,24.999177117277245,20,0.5990338164251208,15,8.712548590236358,10,270.8837209302326,15,85,Excellent
5,HAVELLS,Havells India Ltd,2022,19.923371647509576,20,8.58085808580858,10,0.10261535898717308,20,17.85499591111963,20,28.865671641791046,15,85,Excellent
5,HAVELLS,Havells India Ltd,2023,16.178690009055238,20,6.3390692448702035,10,0.03365529731361304,20,15.815170331561879,20,32.70909090909091,15,85,Excellent
5,HDFCLIFE,HDFC Life Insurance Company Ltd,2018,23.52816153028693,25,3.4314941103533787,5,0.0,20,18.068979210389813,20,110.59929078014184,15,85,Excellent
5,HDFCLIFE,HDFC Life Insurance Company Ltd,2019,22.651542006380716,25,3.289151975292755,5,0.0,20,17.748548170832045,20,276.7867647058824,15,85,Excellent
5,HEROMOTOCO,Hero MotoCorp Ltd,2019,26.417682926829265,25,10.202820052397634,15,0.02378048780487805,20,6.092194646194393,10,39.08367071524966,15,85,Excellent
5,HINDUNILVR,Hindustan Unilever Ltd,2018,71.78958934212334,25,14.705303136868759,15,0.0,20,5.65014169432414,10,79.5099150141643,15,85,Excellent
5,HINDUNILVR,Hindustan Unilever Ltd,2019,77.03063429515699,25,15.41592470109387,15,0.01258421253336723,20,6.10185094777882,10,94.57453416149069,15,85,Excellent
5,HINDUNILVR,Hindustan Unilever Ltd,2024,20.249724279187017,25,16.611735814915342,15,0.03251536158815188,20,9.504485244074123,10,57.847001223990205,15,85,Excellent
5,ICICIGI,ICICI Lombard General Insurance Company Ltd,2023,16.554959785522787,20,9.672186171402998,10,0.003351206434316354,20,20.929796850443783,20,16.769929364278507,15,85,Excellent
5,INDIGO,Interglobe Aviation Ltd,2018,2242.0,25,9.738934016767299,10,0.54,15,20.126535651014454,20,21.123548046462513,15,85,Excellent
5,INFY,Infosys Ltd,2021,25.43909051616875,25,19.331754120550997,15,0.06974368377624393,20,9.980335337542012,10,154.30769230769232,15,85,Excellent
5,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,2022,35.294117647058826,25,35.125066524747204,20,0.05614973262032086,20,4.3317851665537255,5,86.0,15,85,Excellent
5,ITC,ITC Ltd,2020,23.88889740015014,25,31.57244674819794,20,0.004243714859130115,20,4.934885839116165,5,268.65432098765433,15,85,Excellent
5,ITC,ITC Ltd,2021,22.17674449434106,25,27.16974237164261,20,0.004490695477819941,20,4.677684227502499,5,338.6551724137931,15,85,Excellent
5,JSWSTEEL,JSW Steel Ltd,2022,31.112828209281247,25,14.304746158733629,15,1.0734059467732588,10,21.35838854644947,20,8.19524959742351,15,85,Excellent
5,ONGC,Oil & Natural Gas Corpn Ltd,2019,15.644389537831781,20,8.049352029296244,10,0.4966579697050716,20,19.34791444347761,20,14.457084118554052,15,85,Excellent
5,ONGC,Oil & Natural Gas Corpn Ltd,2022,18.995541477362497,20,10.03448374134344,15,0.4700754904567577,20,11.700282175161902,15,15.216116573033707,15,85,Excellent
5,PIDILITIND,Pidilite Industries Ltd,2020,25.179533213644522,25,15.382506169454347,15,0.06463195691202872,20,8.53063022135454,10,49.205882352941174,15,85,Excellent
5,PIDILITIND,Pidilite Industries Ltd,2021,20.132308242445916,25,15.439462498286026,15,0.059181119256213124,20,6.348674480278693,10,47.567567567567565,15,85,Excellent
5,PIDILITIND,Pidilite Industries Ltd,2022,18.847595252966894,20,12.166112287067836,15,0.06495940037476577,20,12.049572817433262,15,45.11904761904762,15,85,Excellent
5,PIDILITIND,Pidilite Industries Ltd,2023,17.872989462007766,20,10.924654631748453,15,0.05421519689406545,20,14.187062591288724,15,42.520833333333336,15,85,Excellent
5,POWERGRID,Power Grid Corporation of India Ltd,2022,22.065130431361236,25,40.420931238287444,20,1.7665744226002336,10,10.125553461447634,15,5.042060726729717,15,85,Excellent
5,SHREECEM,Shree Cement Ltd,2018,15.55580532763853,20,14.075053391640393,15,0.3824884792626728,20,12.65991200677763,15,21.2,15,85,Excellent
5,SIEMENS,Siemens Ltd,2016,42.83404380420402,25,26.889360524130296,20,0.003674849331177422,20,-1.9445135419174697,5,379.72727272727275,15,85,Excellent
5,SIEMENS,Siemens Ltd,2024,17.698769290877124,20,12.221223021582734,15,0.018167610861496385,20,11.193358902067896,15,67.15,15,85,Excellent
5,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2023,15.20314313778016,20,19.39798569019733,15,0.12297526564871863,20,10.62469519395506,15,70.40116279069767,15,85,Excellent
5,TCS,Tata Consultancy Services Ltd,2021,37.67311096456215,25,19.833472410873632,15,0.09018546157139055,20,8.607474456825258,10,76.0784929356358,15,85,Excellent
5,TECHM,Tech Mahindra Ltd,2020,17.865493054600467,20,10.570142128675274,15,0.16824829230275523,20,10.262429096201808,15,34.869791666666664,15,85,Excellent
5,TECHM,Tech Mahindra Ltd,2022,20.940266309603512,25,12.610312234018725,15,0.09737409804359146,20,8.906956332092818,10,56.04294478527607,15,85,Excellent
5,TITAN,Titan Company Ltd,2019,22.8830313014827,25,7.022599726983164,10,0.3942339373970346,20,12.600592944675014,15,40.9811320754717,15,85,Excellent
5,TITAN,Titan Company Ltd,2022,23.6267870579383,25,7.632209451717073,10,0.782005804579168,15,16.777783146243497,20,16.15137614678899,15,85,Excellent
5,TITAN,Titan Company Ltd,2023,27.626360644671337,25,8.069008009858287,10,0.7903974348156274,15,20.275922953840663,20,17.293333333333333,15,85,Excellent
5,TORNTPHARM,Torrent Pharmaceuticals Ltd,2023,20.087124878993222,25,12.941787941787942,15,0.8662471765085511,15,10.08588072171932,15,8.66966966966967,15,85,Excellent
5,TORNTPHARM,Torrent Pharmaceuticals Ltd,2024,22.068230277185503,25,15.436241610738255,15,0.4168443496801706,20,6.932744476678732,10,9.926553672316384,15,85,Excellent
5,VEDL,VEDL,2022,36.26324885673646,25,17.863062411475756,15,0.8195249529694263,15,12.942557443960201,15,9.726078799249532,15,85,Excellent
5,ZYDUSLIFE,ZYDUSLIFE,2018,20.699908508691674,25,15.203695926081478,15,0.6183668801463861,15,13.365726422520918,15,32.32967032967033,15,85,Excellent
5,ZYDUSLIFE,ZYDUSLIFE,2024,18.20389461626575,20,20.32536962193687,20,0.00870561282932417,20,8.224416370673238,10,70.08641975308642,15,85,Excellent
6,ADANIPORTS,Adani Ports & Special Economic Zone Ltd,2024,14.173779208059326,12,30.339560480700833,20,0.882975374282916,15,19.57867595245697,20,5.949506037321624,15,82,Excellent
6,ADANIPOWER,Adani Power Ltd,2023,35.90507430713616,25,27.666159440848016,20,1.4175257731958764,10,13.812394373753722,15,4.2927414517096585,12,82,Excellent
6,AMBUJACEM,Ambuja Cements Ltd,2018,13.29012069736254,12,11.416612265273992,15,0.001788109074653554,20,23.237521356132795,20,24.958823529411763,15,82,Excellent
6,AMBUJACEM,Ambuja Cements Ltd,2019,11.558268959215882,12,10.267857142857142,15,0.0017027992358169283,20,22.179522882798295,20,30.576470588235296,15,82,Excellent
6,DIVISLAB,Divis Laboratories Ltd,2018,14.801687763713081,12,22.539193009509123,20,0.010632911392405063,20,12.648856319282388,15,688.0,15,82,Excellent
6,DIVISLAB,Divis Laboratories Ltd,2023,14.286833241951907,12,23.483970645036695,20,0.0003133077465340331,20,14.82551842034332,15,1357.0,15,82,Excellent
6,ICICIGI,ICICI Lombard General Insurance Company Ltd,2018,18.982602950891874,20,12.471064814814815,15,0.1068046685752037,20,11.493246356113973,15,4.569789674952199,12,82,Excellent
6,LT,Larsen & Toubro Ltd,2024,73.76986951364175,25,7.031246466738726,10,0.11036773428232503,20,10.335347989682408,15,3.5441547518923464,12,82,Excellent
6,SHREECEM,Shree Cement Ltd,2020,11.72450451818665,12,11.998756605533105,15,0.2388943731490622,20,15.505115875457598,20,13.862542955326461,15,82,Excellent
6,ULTRACEMCO,ULTRACEMCO,2022,14.54120072963756,12,13.94323085990228,15,0.22402648901578237,20,15.694919255660356,20,12.892063492063492,15,82,Excellent
7,ABB,Abbott India Ltd,2017,19.971160778658977,20,9.541853255253187,10,0.0,20,11.921838734412127,15,227.5,15,80,Excellent
7,APOLLOHOSP,Apollo Hospitals Chain of Indian private hospitals,2022,19.704783923172684,20,7.556434563186251,10,0.723457229237062,15,15.107895036926532,20,6.746701846965699,15,80,Excellent
7,ATGL,Adani Total Gas Ltd,2020,29.63970088375255,25,23.253333333333334,20,0.2909585316111489,20,,0,15.585365853658537,15,80,Excellent
